,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed_GHz,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_Series,GPU_model_no,Ram_GB,Weight_kg
754,Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,45282.672,0,Not_given,0,1366,768,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,2.37
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel HD Graphics 540,Windows 10,1.3kg,63882.72,1,Quad HD+,1,3200,1800,Intel,Core i5 6260U,1.8,256GB,SSD,256.0,Intel,HD Graphics,540,8.0,1.3
756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58554.72,1,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.2
757,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,83170.08,0,Full HD,0,1920,1080,Intel,Core i7 6700HQ,2.6,256GB,SSD,256.0,Nvidia,Quadro,M1000M,8.0,2.59
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,152859.7872,1,4K Ultra HD,0,3840,2160,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,4.42
759,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.1kg,31914.72,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,2.1
760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,55837.44,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.5
761,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.18kg,99047.52,0,Full HD,0,1920,1080,Intel,Core i7 7600U,2.8,256GB,SSD,256.0,Intel,HD Graphics,620,16.0,1.18
762,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg,83063.52,0,Not_given,1,2400,1600,Intel,Core i5 7Y57,1.2,256GB,SSD,256.0,Intel,HD Graphics,615,8.0,1.1
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.2kg,60153.12,1,Quad HD+,0,3200,1800,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.2
764,Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.65kg,45234.72,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.65
765,Acer,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,34898.4,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,1.6
766,Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,25059.7152,0,Not_given,0,1366,768,Intel,Pentium Quad Core N4200,1.1,1024GB,HDD,1024.0,Nvidia,GeForce,920MX,4.0,2.8
767,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72kg,58554.72,1,4K Ultra HD,1,3840,2160,Intel,Core i7 6700HQ,2.6,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,960M,16.0,2.72
768,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg,85194.72,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.31
769,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,2.1kg,15877.44,0,Not_given,0,1366,768,Intel,Pentium Quad Core N4200,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,505,4.0,2.1
770,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,?,AMD Radeon R7 M445,Windows 10,2.3kg,62938.0656,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,,,,AMD,Radeon,R7 M445,16.0,2.3
771,Samsung,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon 540,Windows 10,1.71kg,95850.72,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,AMD,Radeon,540,16.0,1.71
772,Toshiba,Notebook,14,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.75kg,54345.6,1,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,1.75
773,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,58554.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,8.0,2.62
775,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3kg,44701.92,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,2048GB,HDD,2048.0,Nvidia,GeForce,940MX,12.0,2.3
776,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5kg,126273.6,0,4K Ultra HD,0,3840,2160,Intel,Core i7 6820HQ,2.7,512GB,SSD,512.0,Nvidia,Quadro,M2000M,16.0,2.5
777,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.8kg,33886.08,1,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,128GB,SSD,128.0,Intel,HD Graphics,620,4.0,1.8
778,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg,154458.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,512GB,SSD,512.0,Nvidia,GeForce GTX,1060,16.0,1.95
779,Asus,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Intel HD Graphics 505,Windows 10,2kg,31003.632,0,Not_given,0,1920,1080,Intel,Pentium Dual Core N4200,1.1,128GB,SSD,128.0,Intel,HD Graphics,505,8.0,2.0
780,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42kg,191211.264,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB + 1024GB,SSD+HDD,2048.0,Nvidia,GeForce GTX,1070M,32.0,4.42
781,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3kg,125208.0,1,Full HD,0,1920,1080,Intel,Core i7 6700HQ,2.6,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,4.3
782,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47kg,93985.92,1,Full HD,0,1920,1080,Intel,Core i7 6600U,2.6,512GB,SSD,512.0,Nvidia,GeForce,930M,16.0,1.47
783,Lenovo,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8GB,1TB HDD,Intel HD Graphics 405,No OS,2.2kg,17529.12,0,Not_given,0,1366,768,Intel,Celeron Quad Core N3710,1.6,1024GB,HDD,1024.0,Intel,HD Graphics,405,8.0,2.2
784,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,122490.72,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.7
785,MSI,Gaming,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6kg,100752.48,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,1.6
786,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58021.92,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.2
787,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,53226.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,4.0,2.4
788,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,122490.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,4.2
789,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,52480.8,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.62
790,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24kg,71341.92,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,8.0,2.24
791,Vero,Notebook,14,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22kg,10810.512,0,Not_given,0,1920,1080,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.22
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,104961.6,1,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.37
793,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,51095.52,0,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,AMD,Radeon,R7 M460,8.0,2.08
794,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,62071.2,1,Retina Display,0,2304,1440,Intel,Core M,1.2,512GB,Flash Storage,512.0,Intel,HD Graphics,5300,8.0,0.92
795,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,124142.4,1,Not_given,1,2560,1440,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.42
796,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg,15930.72,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.63
797,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,43156.8,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,128GB,SSD,128.0,Intel,HD Graphics,620,8.0,1.95
798,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,71874.72,1,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.38
799,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg,39373.92,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,256GB,SSD,256.0,AMD,Radeon,R5 M420X,8.0,2.0
800,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg,110017.872,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,Quadro,M2200,8.0,3.14
801,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,58554.72,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,2.37
802,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,79866.72,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.29
803,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,93186.72,0,4K Ultra HD,1,3840,2160,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.06
804,Dell,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,1.63kg,39640.32,0,Not_given,0,1366,768,Intel,Pentium Quad Core N4200,1.1,128GB,SSD,128.0,Intel,HD Graphics,505,4.0,1.63
805,HP,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,74005.92,0,Not_given,0,1366,768,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.26
806,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,41558.4,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.1
807,HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,33513.12,0,Not_given,0,1366,768,Amd,A12-Series 9700P,2.5,2048GB,HDD,2048.0,AMD,Radeon,R7 Graphics,8.0,2.04
808,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,89457.12,0,4K Ultra HD,0,3840,2160,Intel,Core i7 7700HQ,2.8,512GB,SSD,512.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.62
809,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4kg,32447.52,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Nvidia,GeForce,920M,4.0,2.4
810,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,AMD Radeon RX 580,Windows 10,3.74kg,93186.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,HDD,1024.0,AMD,Radeon RX,580,12.0,3.74
811,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,128671.2,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,512GB + 1024GB,SSD+HDD,1536.0,Nvidia,GeForce GTX,1070,16.0,2.9
812,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,79866.72,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,0.81
813,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,51202.08,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,Nvidia,GeForce,GT 940MX,8.0,1.98
814,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,42081.0768,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,AMD,Radeon,R5 M420,8.0,2.18
815,Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,99047.52,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.32
816,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,95850.72,1,4K Ultra HD,1,3840,2160,Intel,Core i7 7500U,2.5,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.29
817,HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg,20512.8,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,16GB,Flash Storage,16.0,Intel,HD Graphics,400,4.0,1.23
818,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36kg,133467.4656,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,16.0,4.36
819,Dell,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,40226.4,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.76
820,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,26101.872,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.1
821,Toshiba,Ultrabook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,58075.2,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,128GB,SSD,128.0,Intel,HD Graphics,620,4.0,1.25
822,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,133146.72,1,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.13
823,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,63882.72,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.4
824,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,99900.0,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,Flash Storage,256.0,Intel,HD Graphics,620,8.0,1.13
825,Toshiba,Notebook,14,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg,26586.72,0,Not_given,0,1366,768,Intel,Pentium Dual Core 4405U,2.1,128GB,SSD,128.0,Intel,HD Graphics,510,4.0,1.75
826,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,72354.24,0,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.1
827,Dell,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,31168.8,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.76
828,Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg,18914.4,1,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,400,4.0,1.35
829,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,32980.32,1,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,128GB,SSD,128.0,Intel,HD Graphics,620,8.0,1.5
830,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,292986.72,0,4K Ultra HD,1,3840,2160,Intel,Core i7 7820HK,2.9,512GB,SSD,512.0,Nvidia,GeForce GTX,1080,32.0,3.49
831,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.1kg,111834.72,1,Quad HD+,0,2560,1440,Intel,Core i7 6600U,2.6,512GB,SSD,512.0,Intel,HD Graphics,520,16.0,1.1
832,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,2.1kg,27652.32,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Nvidia,GeForce,920,4.0,2.1
833,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,63190.08,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.7
834,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,87912.0,1,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.32
835,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,147832.2864,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,3.21
836,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,128884.32,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,2.9
837,Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,35644.32,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,2.0
838,Lenovo,Notebook,14,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,17316.0,0,Not_given,0,1366,768,Intel,Celeron Quad Core N3160,1.6,16GB,Flash Storage,16.0,Intel,HD Graphics,400,4.0,1.5
839,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,31435.2,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,128GB,HDD,128.0,Intel,HD Graphics,620,8.0,2.3
